Activity Id,Date,Type,Route Name,Distance (km),Duration,Average Pace,Average Speed (km/h),Calories Burned,Climb (m),Average Heart Rate (bpm),Friend's Tagged,Notes,GPX File
d917fc81-80e6-429a-8716-d1e6f0bc2e0a,2014-12-11 15:28:53,Walking,,3.30,34:44,10:32,5.70,223.96077135748,17,,"","",2014-12-11-152853.gpx
ce3ec8a2-2a85-4451-9967-b8c8ad718faf,2014-12-08 20:56:21,Walking,,1.72,21:14,12:23,4.85,106.261092141168,8,,"","",2014-12-08-205621.gpx
a1a9ec83-498b-454e-b0ed-920dea80c72b,2014-11-27 14:38:38,Walking,,2.84,30:36,10:46,5.58,184.04834368063,28,,"","",2014-11-27-143838.gpx
209162df-1d0a-495d-a74b-a6767cb4ca71,2014-11-27 14:21:59,Walking,,1.20,15:08,12:37,4.76,80.2931471551433,4,,"","",2014-11-27-142159.gpx
a958bf10-a1c4-4110-9f38-c3c8f95a0a57,2014-11-26 20:12:15,Walking,,6.50,1:00:18,9:17,6.47,477.062872232131,56,,"","",2014-11-26-201215.gpx
d657946c-e83b-4bfa-af20-022f80df123d,2014-11-17 18:46:50,Walking,,2.95,30:25,10:19,5.82,196.224174811878,19,,"","Var för snabb så därav omvägen på slutet då målet var att vara ute minst 30 min.",2014-11-17-184650.gpx
b18c9eb7-a741-40bd-b4ae-9238d957f943,2014-11-16 14:29:02,Walking,,3.45,45:50,13:17,4.52,238.957140119888,38,,"","",2014-11-16-142902.gpx
e16a8474-8115-4c28-8f38-1e51d2b0d01d,2014-11-12 16:59:32,Walking,,5.04,49:18,9:47,6.13,336.484227029127,45,,"","",2014-11-12-165932.gpx
ab09fd82-1b7a-42bc-b1d0-424af278d7eb,2014-11-11 10:27:39,Walking,,4.57,51:26,11:15,5.33,307.769788776001,69,,"","",2014-11-11-102739.gpx
50bc4aff-86a1-4a94-b453-d9cb56eb0c45,2014-11-04 17:10:17,Walking,,1.63,19:12,11:48,5.09,103.969221341576,9,,"","",2014-11-04-171017.gpx
