Activity Id,Date,Type,Route Name,Distance (km),Duration,Average Pace,Average Speed (km/h),Calories Burned,Climb (m),Average Heart Rate (bpm),Friend's Tagged,Notes,GPX File
ad96ef61-ea9a-4eea-99f0-263118eca76a,2016-08-29 17:38:15,Running,,5.31,35:05,6:36,9.08,422.0,48,138,"","Tänkte springa en mil men det gick bara inte. Ett varv runt munksjön fick räcka...",2016-08-29-173815.gpx
71432fdb-d851-4a2b-85e7-38f6e130270c,2016-08-27 10:17:43,Running,,10.01,1:08:05,6:48,8.82,815.0,90,144,"","Första försöket på milen. :)",2016-08-27-101743.gpx
5f212cec-1100-4996-9a70-446f3974155d,2016-08-24 06:09:56,Running,,5.01,30:04,6:00,10.00,428.0,40,141,"","",2016-08-24-060956.gpx
4d2340e5-9481-41b2-929e-390ee0cc44be,2016-08-22 06:56:38,Running,,5.91,38:45,6:34,9.15,494.0,82,,"","",2016-08-22-065638.gpx
7d43692f-36a8-4d03-b92e-3d1865ab58c7,2016-08-18 18:00:55,Running,,5.01,31:05,6:12,9.67,414.0,45,145,"","Sjukt segt idag. Kanske motvinden påverkade? Jädrans vad det blåste idag...",2016-08-18-180055.gpx
5547bcf0-5b46-4a5d-8f0c-695e2690e5cb,2016-08-16 06:22:27,Running,,5.05,31:04,6:10,9.74,418.0,52,,"","",2016-08-16-062227.gpx
8c1e085d-ab1c-45bf-a787-c9de8392ec22,2016-08-14 21:26:14,Running,,5.21,31:51,6:07,9.82,423.0,43,156,"","",2016-08-14-212614.gpx
8f5e7b66-528d-4406-8bc9-52979e9823e5,2016-08-12 06:02:31,Running,,5.76,34:39,6:01,9.96,479.0,67,,"","Knappt någon håll idag. Skönt!",2016-08-12-060231.gpx
1e6d2311-3a24-4421-9831-07a76267867d,2016-08-10 18:03:35,Running,,5.85,48:19,8:16,7.26,429.0,68,,"","Håll och illamående. Betyder att det förmodligen går bättre nästa gång!😀",2016-08-10-180335.gpx
a8c9a9d0-3ed1-47eb-9f4f-cd57f317bde9,2016-08-08 06:15:39,Running,,5.15,31:23,6:06,9.85,425.0,49,,"","",2016-08-08-061539.gpx
7d1b4ba3-6ed4-416f-9a9b-8a676e5f376e,2016-07-29 06:14:33,Running,,5.19,31:43,6:07,9.81,428.0,52,,"","",2016-07-29-061433.gpx
824a1699-e132-40fa-b151-52efc6c39adb,2016-07-27 06:03:07,Running,,5.17,30:27,5:53,10.19,427.0,52,,"","Segt idag",2016-07-27-060307.gpx
9331b20e-e829-46d1-9a4c-1adff3dacef0,2016-07-25 06:02:21,Running,,5.19,30:42,5:55,10.14,428.0,53,,"","Där att den! 5km utan att stanna eller gå!",2016-07-25-060221.gpx
17e672ad-b6e1-4384-bd1e-e5b00bda6bb9,2016-07-22 18:10:28,Running,,5.82,44:48,7:42,7.79,455.0,83,,"","",2016-07-22-181028.gpx
d86bd107-5ba6-4964-83ef-d9d43a62c8ed,2016-07-20 06:29:25,Running,,5.14,33:10,6:27,9.30,415.0,50,,"","",2016-07-20-062925.gpx
d6f39ba1-a797-412d-af04-a5a2516aec8d,2016-07-18 17:38:18,Running,,5.20,34:41,6:40,8.99,395.0,48,,"","",2016-07-18-173818.gpx
2c04d49c-5242-4998-9a0a-8fb0e95ebdb3,2016-07-15 18:41:33,Running,,5.97,47:01,7:52,7.62,455.0,85,,"","Håll, ont i vänsterfoten, ont baksida lår sedan förra passet MEN jag genomförde!",2016-07-15-184133.gpx
b6b6c995-39f6-4cfd-90b4-b675633e9359,2016-07-13 17:30:01,Running,,5.21,38:29,7:23,8.12,380.0,53,,"","",2016-07-13-173001.gpx
010ebc33-e5eb-4c69-8386-fae0b7b753bb,2016-07-06 20:44:21,Walking,,2.77,28:46,10:22,5.78,166.0,17,,"","",2016-07-06-204421.gpx
5395aa4f-40df-4d1f-bf3b-a46bb6fca598,2016-06-20 17:58:28,Walking,,4.89,50:05,10:15,5.85,310.0,71,,"","",2016-06-20-175828.gpx
b36fae08-6591-4db7-b8b6-4692cc5fe2c5,2016-06-09 17:43:34,Walking,,2.27,21:49,9:37,6.24,150.0,34,,"","",2016-06-09-174334.gpx
ec402531-fe39-436c-b6a0-d60f7556d505,2016-06-08 12:36:50,Walking,,3.26,30:58,9:30,6.31,208.0,33,,"","",2016-06-08-123650.gpx
2425c0a6-7d12-41fe-abee-9f622887e534,2016-06-07 18:21:15,Walking,,3.37,35:21,10:29,5.72,200.0,30,,"","",2016-06-07-182115.gpx
8de5e2f2-9f6f-4596-b1ba-9c38f6a8ce20,2016-06-07 07:27:52,Walking,,3.21,30:11,9:24,6.38,204.0,28,,"","",2016-06-07-072752.gpx
4dcc25eb-db5a-4d1e-be26-d590aeddbe56,2016-06-03 17:13:28,Walking,,3.47,31:04,8:57,6.70,229.0,32,,"","",2016-06-03-171328.gpx
b6dc753c-4c97-4757-ada3-f9a6d7e91cca,2016-06-03 07:21:56,Walking,,3.27,29:31,9:02,6.65,217.0,29,,"","",2016-06-03-072156.gpx
414962e0-da41-4c24-bff0-3e3ee869acb2,2016-06-01 17:05:58,Walking,,3.40,30:49,9:03,6.62,230.0,32,,"","",2016-06-01-170558.gpx
edfd81b4-dc32-4a43-96af-0dd0d24b082b,2016-06-01 07:25:28,Walking,,3.35,30:53,9:14,6.50,217.0,30,,"","",2016-06-01-072528.gpx
02667e6b-7b52-44a1-bd72-8a3c4494ee60,2016-05-26 17:41:17,Walking,,3.35,37:19,11:09,5.38,215.0,62,,"","",2016-05-26-174117.gpx
6b209d86-59f6-4b7a-9dfb-5bde0f0a9795,2016-05-25 07:18:43,Walking,,3.31,28:44,8:42,6.90,228.0,31,,"","",2016-05-25-071843.gpx
a0847a05-f8c0-46eb-b2f4-199f8dffd9be,2016-05-24 17:03:41,Walking,,3.37,31:30,9:22,6.41,216.0,31,,"","",2016-05-24-170341.gpx
b417faa7-d981-46ea-a5c8-a5525b26fed0,2016-05-24 07:26:38,Walking,,3.20,30:12,9:26,6.36,206.0,25,,"","",2016-05-24-072638.gpx
7dc397f8-6537-45d7-8069-1f1f35b702c4,2016-05-19 16:21:07,Walking,,3.16,32:30,10:17,5.84,186.0,22,,"","",2016-05-19-162107.gpx
ba0947e9-2fc9-4bca-8ad9-ad31f1ef2a85,2016-05-12 15:37:19,Walking,,2.58,25:16,9:47,6.13,163.0,13,,"","",2016-05-12-153719.gpx
f49cafc1-58f2-4d80-ba11-44fa50551ef6,2016-05-09 18:47:33,Walking,,5.25,51:33,9:50,6.10,326.0,52,,"","",2016-05-09-184733.gpx
89a33ae9-82a2-43d8-9693-80f57cb0d884,2016-04-27 07:32:34,Walking,,3.25,29:08,8:59,6.68,213.0,31,,"","",2016-04-27-073234.gpx
e7c05297-6168-4343-bf37-6217602539a5,2016-04-26 17:03:56,Walking,,3.32,32:45,9:51,6.09,206.0,31,,"","",2016-04-26-170356.gpx
10258caf-4ac8-4cb3-8018-0cd70a8f2cf2,2016-04-25 07:21:20,Walking,,3.12,28:23,9:07,6.58,205.0,31,,"","",2016-04-25-072120.gpx
21c1c2bf-67b4-4075-9243-66617b03751f,2016-04-21 17:06:59,Walking,,3.25,30:29,9:23,6.39,205.0,28,,"","",2016-04-21-170659.gpx
6d54633f-647b-4a30-946a-13762d96e65f,2016-04-21 07:25:23,Walking,,3.26,29:21,9:00,6.67,218.0,31,,"","",2016-04-21-072523.gpx
c45372ca-c903-4a34-89a9-3c5d12195309,2016-04-20 17:28:41,Walking,,3.18,30:42,9:40,6.20,200.0,28,,"","",2016-04-20-172841.gpx
d591833b-b16a-4cee-b11d-2c7c67deffda,2016-04-15 17:11:38,Walking,,3.00,27:48,9:17,6.46,194.0,31,,"","",2016-04-15-171138.gpx
14296bd5-2a1e-491d-a26d-f6bd0344551c,2016-04-13 17:06:42,Walking,,3.30,31:17,9:30,6.32,217.0,63,,"","",2016-04-13-170642.gpx
8a88da03-45dc-4f23-b3f0-381bc1f69690,2016-04-13 07:29:46,Walking,,3.49,33:25,9:35,6.26,222.0,34,,"","",2016-04-13-072946.gpx
c2f60537-b25b-45ad-8919-efdec4bf802f,2016-04-01 12:41:11,Walking,,1.35,12:35,9:18,6.45,87.0,11,,"","",2016-04-01-124111.gpx
15782d99-1628-40c6-a37d-fd7ddad015f7,2016-03-30 13:31:34,Walking,,5.30,50:06,9:27,6.35,332.0,41,,"","",2016-03-30-133134.gpx
1327f6a9-f49a-4574-85de-5fed334f7dad,2016-03-23 14:18:39,Walking,,3.16,31:07,9:50,6.10,194.0,19,,"","",2016-03-23-141839.gpx
7e77877b-cb16-4370-8f3b-50f169a782cc,2016-03-16 17:14:29,Walking,,3.66,37:10,10:10,5.90,227.0,39,,"","",2016-03-16-171429.gpx
210bef0f-a699-4856-8b6e-f98001df4a35,2016-03-14 12:36:53,Walking,,1.35,12:42,9:23,6.39,81.0,12,,"","",2016-03-14-123653.gpx
73cd9b98-638f-4d5c-9f8c-f7365b44c732,2016-03-09 16:14:43,Walking,,3.11,30:07,9:41,6.19,192.0,17,,"","",2016-03-09-161443.gpx
84a37bef-4227-451c-afe8-3e2239c3e536,2016-03-08 11:43:01,Walking,,1.35,13:01,9:38,6.23,85.0,12,,"","",2016-03-08-114301.gpx
9bddc650-7763-400a-8ee1-42da49da963e,2016-03-03 17:02:28,Walking,,3.34,31:00,9:17,6.46,217.0,31,,"","",2016-03-03-170228.gpx
5060cb8c-d3b2-420f-b6ee-20540cab8e3b,2016-02-26 17:35:07,Walking,,3.28,31:58,9:46,6.15,205.0,31,,"","",2016-02-26-173507.gpx
a9e71f51-2093-4920-870c-0d0b0fee1b13,2016-02-24 15:13:57,Walking,,3.58,34:45,9:42,6.18,219.0,37,,"","",2016-02-24-151357.gpx
869adbba-966e-4c0c-bf6d-ac23e2420a6d,2016-02-23 11:47:28,Running,,2.50,15:00,6:00,10.00,173.0,0,,"","Stod upp vid skrivbordet i 3h10min vilket enligt appen Matting (standup) skulle motsvara 2.5 km jogging med 173 kalories förbränning",
05227f58-46b4-4812-babc-13acd7075548,2016-02-22 17:05:50,Walking,,3.28,30:54,9:26,6.36,207.0,32,,"","",2016-02-22-170550.gpx
46430338-a5ad-49a8-9216-8ecfb5095fd6,2016-02-21 10:56:32,Walking,,6.55,1:00:13,9:12,6.53,422.0,59,,"","",2016-02-21-105632.gpx
b4ae6264-aae8-4aa4-b6d5-b38431e5439e,2016-02-19 16:18:43,Walking,,3.93,49:00,12:28,4.82,246.0,29,,"","",2016-02-19-161843.gpx
1443f36d-470a-405d-8337-c4398e383c71,2016-02-18 17:07:40,Walking,,3.45,33:31,9:43,6.17,217.0,31,,"","",2016-02-18-170740.gpx
437a7c34-f872-4c51-95ad-71878b25fc26,2016-02-17 13:07:36,Walking,,2.93,27:49,9:29,6.33,186.0,13,,"","",2016-02-17-130736.gpx
ebbfdb21-f362-465c-b0e4-00a1887cc17b,2016-02-15 17:32:44,Walking,,3.47,32:10,9:16,6.48,227.0,32,,"","",2016-02-15-173244.gpx
436bd1df-78e8-48da-a74b-aab445abb821,2016-02-14 14:26:04,Walking,,3.30,32:10,9:46,6.15,203.0,23,,"","",2016-02-14-142604.gpx
f287e89e-a8d2-4825-b040-c59be23feaec,2016-02-11 17:03:20,Walking,,3.48,33:39,9:41,6.20,221.0,37,,"","",2016-02-11-170320.gpx
22e4be05-cff6-4f69-ba6c-b10533e232ac,2016-02-10 16:37:00,Walking,,3.14,35:00,11:09,5.38,166.0,14,,"","",2016-02-10-163700.gpx
88cd0057-9d5f-44df-bc15-b46e88c9fa2e,2016-02-09 11:05:38,Walking,,2.43,24:12,9:58,6.02,149.0,23,,"","",2016-02-09-110538.gpx
a3da895b-5194-4adb-b950-37a4981e50d8,2016-02-07 20:25:00,Walking,,5.55,53:48,9:41,6.19,325.0,25,,"","Fick ta bort aktiviteteten som telefonen gjorde eftersom den var helt fel. Lade upp denna manuellt istället.",2016-02-07-202500.gpx
710e311c-556d-4906-b2b7-8b9d3b9d29c1,2016-02-04 17:13:00,Walking,,4.00,37:00,9:15,6.48,273.0,32,,"","",2016-02-04-171300.gpx
3dbedd5d-7df6-45c6-b6c8-310eab75ac40,2016-02-03 16:22:05,Walking,,3.86,35:43,9:15,6.49,269.0,35,,"","",2016-02-03-162205.gpx
19d1dcfc-e98b-4951-bc45-e64641a6a3f4,2016-02-01 17:18:53,Walking,,3.97,38:09,9:37,6.24,241.0,36,,"","",2016-02-01-171853.gpx
1bb792e9-28c9-45b9-921a-16e5cfd0233f,2016-01-26 17:11:24,Walking,,3.36,32:21,9:38,6.23,228.0,36,,"","",2016-01-26-171124.gpx
970a5908-ce06-4453-8584-e99db32fbed0,2016-01-25 17:37:30,Walking,,3.54,36:35,10:21,5.80,226.0,37,,"","",2016-01-25-173730.gpx
be0e2dcf-b37c-446c-ba8e-b481af444eee,2016-01-24 14:17:48,Walking,,3.25,32:40,10:03,5.97,216.0,41,,"","",2016-01-24-141748.gpx
50cffb58-207d-4b44-82dd-d75b5923889f,2016-01-18 17:17:49,Walking,,2.57,25:02,9:44,6.16,178.0,19,,"","",2016-01-18-171749.gpx
33c8f5c0-e341-45a4-8093-8cffa3b0f321,2016-01-13 14:48:06,Walking,,5.30,53:07,10:01,5.99,355.0,46,,"","",2016-01-13-144806.gpx
569a1615-151d-46b6-8434-e442affa1b94,2016-01-06 11:20:39,Walking,,4.46,50:42,11:22,5.27,305.0,74,,"","",2016-01-06-112039.gpx
cd31f1e5-77fe-4f49-8b87-6291223e60f6,2016-01-05 14:48:47,Walking,,1.99,20:15,10:12,5.88,134.0,33,,"","",2016-01-05-144847.gpx
21fd008d-c528-4fbe-8d25-25daefd8c23f,2016-01-03 14:43:53,Walking,,3.95,37:20,9:27,6.35,269.0,33,,"","Provgått hem från jobbet",2016-01-03-144353.gpx
a54be52e-03af-4c2c-9180-f9ff61697670,2016-01-01 12:50:56,Walking,,2.03,35:48,17:36,3.41,138.0,30,,"","",2016-01-01-125056.gpx
6cc8a7a9-5b9b-482d-8e94-69f7a44cc3de,2015-12-30 14:41:13,Walking,,1.70,17:56,10:33,5.68,123.0,71,,"","",2015-12-30-144113.gpx
6d31ee6b-4aaf-4c9f-a1e3-143731e4f772,2015-12-30 14:17:28,Walking,,1.40,14:34,10:24,5.77,87.0,0,,"","",2015-12-30-141728.gpx
d87e2dd4-24af-4e49-8824-da285224cb24,2015-12-20 14:40:31,Walking,,3.20,31:43,9:54,6.06,221.0,33,,"","",2015-12-20-144031.gpx
98d79202-761b-4c8a-a6de-c26b4d9a8408,2015-12-19 14:16:08,Walking,,2.97,30:22,10:14,5.87,196.0,23,,"","",2015-12-19-141608.gpx
667e2a14-b69a-4d69-9fc6-0d55faea9da6,2015-12-17 18:32:25,Walking,,3.08,33:39,10:57,5.48,190.0,18,,"","",2015-12-17-183225.gpx
32c8a05d-ef4f-457a-ad97-ecbfd8c08872,2015-12-16 12:10:04,Walking,,5.27,50:16,9:32,6.30,354.0,54,,"","",2015-12-16-121004.gpx
4abbf9df-6b5e-429f-82c1-b88f96d69e02,2015-12-15 14:14:32,Walking,,4.43,50:18,11:21,5.29,299.0,76,,"","",2015-12-15-141432.gpx
1f7be01c-1573-4f1f-84dc-c298e6292b21,2015-12-14 12:20:31,Walking,,3.18,33:14,10:27,5.74,197.0,22,,"","",2015-12-14-122031.gpx
9dd2e6c0-bfdd-4594-8451-39dfbe2f25b5,2015-12-13 14:50:06,Walking,,3.41,38:06,11:10,5.37,221.0,32,,"","",2015-12-13-145006.gpx
6775f433-7d4d-4b73-971f-3bc6402d329c,2015-12-12 10:22:18,Walking,,2.97,32:28,10:56,5.49,187.0,17,,"","",2015-12-12-102218.gpx
e4944eee-372b-4965-91e7-2f41c88a0796,2015-12-11 18:15:26,Walking,,5.15,52:42,10:14,5.87,335.0,48,,"","",2015-12-11-181526.gpx
10ec9e23-e474-45e7-bebf-da8b0276dac3,2015-12-07 15:02:33,Walking,,3.12,32:30,10:26,5.76,205.0,22,,"","",2015-12-07-150233.gpx
bdd0ba3c-5151-491a-b36c-029d32749dcc,2015-12-03 12:12:02,Walking,,3.00,30:01,9:59,6.01,196.0,20,,"","",2015-12-03-121202.gpx
27d65ffb-ee65-4efc-b8d4-fd2ae99bd30f,2015-12-02 17:02:08,Walking,,2.80,32:09,11:29,5.22,181.0,20,,"","",2015-12-02-170208.gpx
905b5338-8c65-4885-ad81-89dff07b5589,2015-12-01 11:20:22,Walking,,5.19,52:21,10:06,5.94,338.0,49,,"","",2015-12-01-112022.gpx
c29a2a4c-4c2a-4293-8659-b2583827d527,2015-11-26 08:46:15,Walking,,3.32,36:23,10:58,5.47,222.0,57,,"","",2015-11-26-084615.gpx
34560484-6dcc-453a-8eeb-a8cd0135b9aa,2015-11-25 12:59:07,Walking,,9.68,47:20,4:53,12.27,366.0,71,,"","",2015-11-25-125907.gpx
6fc7fc71-81d6-48fe-9cde-1fda75140c92,2015-11-23 14:56:09,Walking,,2.91,30:19,10:25,5.76,197.0,20,,"","",2015-11-23-145609.gpx
e284d0e9-9cee-4ed8-952c-9ef50fccbd67,2015-11-22 14:42:54,Walking,,5.19,1:12:02,13:52,4.32,348.0,108,,"","Kylig men härlig söndagspromenad med mamma.",2015-11-22-144254.gpx
364b3436-eadf-404c-aa4f-5c6109b771de,2015-11-20 13:25:40,Walking,,2.99,30:31,10:12,5.88,197.0,41,,"","",2015-11-20-132540.gpx
e83c7f34-ccfa-451f-8582-af243817cb9d,2015-11-18 15:15:13,Walking,,5.19,50:20,9:42,6.18,337.0,45,,"","",2015-11-18-151513.gpx
f3007e0f-f23a-4966-9ad6-47860d383561,2015-11-17 13:48:24,Walking,,1.20,12:55,10:48,5.56,77.0,5,,"","",2015-11-17-134824.gpx
9a671403-4df6-4330-9d54-daeea0c8bb60,2015-11-14 13:44:52,Walking,,3.88,39:22,10:09,5.91,247.0,72,,"","Promenad med pappa",2015-11-14-134452.gpx
29cb6749-eb6d-4876-adb4-235fd39f38c8,2015-11-12 14:52:06,Walking,,5.07,1:00:09,11:51,5.06,339.0,98,,"","",2015-11-12-145206.gpx
a8a93b57-a73c-4cab-992f-b31a3a3ac4ce,2015-11-11 15:27:03,Walking,,4.91,43:49,8:56,6.72,347.0,48,,"","",2015-11-11-152703.gpx
76acf2d5-2365-4f09-8a51-1d986ad03a1d,2015-11-06 16:50:27,Walking,,3.42,32:56,9:38,6.23,227.0,47,,"","",2015-11-06-165027.gpx
2dff4d37-8afd-45fd-a05b-b94c5ed15168,2015-11-02 15:20:33,Walking,,4.83,44:25,9:12,6.52,335.0,46,,"","",2015-11-02-152033.gpx
a590bfa2-79ba-496a-8381-dddc8110f6a6,2015-10-25 14:53:43,Walking,,5.13,48:53,9:31,6.30,342.0,50,,"","",2015-10-25-145343.gpx
bb7207aa-c550-41c0-99c6-e4b4e5969627,2015-10-21 15:42:03,Walking,,5.08,49:59,9:50,6.10,357.0,77,,"","",2015-10-21-154203.gpx
450570d2-7efa-456e-a3c9-a5499ab07735,2015-10-20 17:08:27,Walking,,5.22,49:18,9:26,6.36,341.0,49,,"","",2015-10-20-170827.gpx
df03e88a-7997-43eb-9e93-156216513a8a,2015-10-15 17:15:41,Walking,,4.00,1:00,0:15,240.00,24.0,0,,"","",
5b8585fb-43f3-4bc0-9b87-0be48e5e51fe,2015-10-06 17:03:04,Walking,,4.72,50:48,10:45,5.58,323.0,67,,"","",2015-10-06-170304.gpx
100084cd-3979-4fb2-8a17-86fc2374805f,2015-09-28 15:16:07,Walking,,5.17,49:55,9:39,6.21,351.0,51,,"","Nio kilo""packning"" (mat)",2015-09-28-151607.gpx
656ec6f4-8e9d-475b-8878-af55d5e47f8c,2015-09-21 14:48:42,Walking,,6.23,1:08:48,11:03,5.43,415.0,53,,"","",2015-09-21-144842.gpx
2fb2e723-1a29-405b-a566-2284a9306e91,2015-09-16 15:01:54,Walking,,5.29,1:10:39,13:22,4.49,349.0,89,,"","",2015-09-16-150154.gpx
cc2466e3-8e66-49ed-adbb-97cb1daeed55,2015-09-15 17:28:32,Walking,,5.33,59:50,11:13,5.35,355.0,82,,"","",2015-09-15-172832.gpx
1ef7d9b8-40b0-45c5-956c-cb9f24a71b72,2015-09-06 17:06:27,Walking,,5.37,57:16,10:40,5.62,345.0,50,,"","",2015-09-06-170627.gpx
a573e195-a5a4-41f5-b3c2-0a5b2d77ca60,2015-09-03 19:44:16,Walking,,5.15,50:11,9:44,6.16,353.0,49,,"","",2015-09-03-194416.gpx
69421d0f-7359-4dc4-99bc-1b486dea728e,2015-08-25 19:09:00,Walking,,5.19,52:02,10:02,5.98,336.0,40,,"","",2015-08-25-190900.gpx
f5b08571-47ae-45c3-9a04-600b3888177b,2015-08-18 10:23:04,Walking,,2.64,22:43,8:35,6.99,184.0,3,,"","",2015-08-18-102304.gpx
7f2a3ee8-3b07-4f8f-b79c-65f36aaf1cf9,2015-08-17 10:39:57,Walking,,2.28,23:19,10:13,5.87,175.0,112,,"","",2015-08-17-103957.gpx
97b30a22-788b-4cc6-89ab-21b9f743695d,2015-08-10 18:14:10,Cycling,,9.48,28:49,3:02,19.75,223.0,39,,"","",2015-08-10-181410.gpx
9da3bd54-8339-45a9-87ab-9e00013054de,2015-08-10 17:06:06,Cycling,,4.01,15:34,3:53,15.44,118.0,65,,"","",2015-08-10-170606.gpx
080b4554-cc65-47aa-abdf-d537b4d7e7c6,2015-08-06 14:13:34,Walking,,5.52,1:10:01,12:41,4.73,364.0,48,,"","",2015-08-06-141334.gpx
47d416dd-945b-4cab-9dcd-733f0aff8a03,2015-07-30 13:59:51,Walking,,0.91,18:40,20:29,2.93,60.0,0,,"","Nedför Gesundaberget...",2015-07-30-135951.gpx
713aac89-33d6-4616-81c0-3e7cc235a539,2015-07-30 12:47:41,Walking,,0.77,17:02,22:14,2.70,74.0,67,,"","",2015-07-30-124741.gpx
b637f879-f324-49fa-be83-1a5c917fe76f,2015-07-01 11:32:38,Walking,,3.11,30:41,9:52,6.09,219.0,51,,"","",2015-07-01-113238.gpx
3a215f74-ed1c-458c-897f-c8981931f695,2015-06-16 14:36:02,Walking,,3.00,36:23,12:07,4.95,190.0,53,,"","",2015-06-16-143602.gpx
a2146128-6531-4f63-8b20-50892d4659a2,2015-06-14 12:51:37,Walking,,7.08,1:12:27,10:14,5.86,501.0,119,,"","",2015-06-14-125137.gpx
8c322cd7-1d98-43fa-9d96-aaa67d3b6b0b,2015-06-06 19:26:42,Running,,7.25,1:15:12,10:22,5.79,435.0,133,,"","",2015-06-06-192642.gpx
566afc88-00cd-4ea2-be60-fedeb72bdfee,2015-06-04 15:31:26,Running,,5.43,1:04:15,11:51,5.07,346.0,113,,"","Jag och mamma gick Hesterrundan",2015-06-04-153126.gpx
a69297f7-1b07-4368-970a-2dc65117b917,2015-06-01 15:38:21,Walking,,0.03,0:00,0:00,∞,2.0,0,,"","",2015-06-01-153821.gpx
95216fde-624e-4794-a25c-d94ff4aaa0bd,2015-06-01 15:37:44,Walking,,0.05,0:00,0:00,∞,3.0,1,,"","",2015-06-01-153744.gpx
17f423bf-fc85-41f6-9c10-23b60e060e6d,2015-04-23 15:24:12,Walking,,3.96,38:50,9:48,6.12,273.0,29,,"","",2015-04-23-152412.gpx
f239f730-1367-402c-b133-6e840d081dda,2015-04-22 15:33:18,Walking,,3.98,39:50,10:01,5.99,270.0,31,,"","",2015-04-22-153318.gpx
aef06eaf-7f30-45f2-9f9e-61cff5689e66,2015-04-15 19:17:15,Walking,,1.24,12:32,10:08,5.92,80.0,4,,"","",2015-04-15-191715.gpx
0fcacc44-f7e8-4851-904b-4a53bc293449,2015-04-14 17:09:07,Walking,,3.99,44:55,11:15,5.33,260.0,32,,"","",2015-04-14-170907.gpx
d50e7427-ae6a-470e-8f54-678bdc578ccf,2015-04-10 14:33:48,Walking,,4.07,39:35,9:44,6.16,279.0,32,,"","",2015-04-10-143348.gpx
c7003268-4379-4f73-ab28-0ee0d0202a63,2015-04-05 18:13:45,Walking,,4.15,39:26,9:31,6.31,275.0,25,,"","",2015-04-05-181345.gpx
094828fd-3bbb-45b3-916b-2fd474759b0a,2015-04-02 19:36:39,Walking,,1.48,14:58,10:05,5.95,97.0,8,,"","",2015-04-02-193639.gpx
8cbeef2d-80d3-4a03-9f18-a2c153c8c262,2015-03-29 15:40:51,Walking,,3.13,32:19,10:19,5.82,205.0,25,,"","",2015-03-29-154051.gpx
e135d829-698e-4bc5-ae6f-3803ceb146ef,2015-03-28 15:19:55,Walking,,4.06,37:23,9:12,6.52,276.0,17,,"","",2015-03-28-151955.gpx
7ce2003b-3172-4a97-b9f7-aa60d91f891e,2015-03-22 16:39:41,Walking,,3.96,42:39,10:45,5.58,259.0,25,,"","",2015-03-22-163941.gpx
c354d549-dff3-4fe7-9235-7d9acf420430,2015-03-21 18:11:06,Walking,,5.99,59:36,9:57,6.03,395.0,28,,"","",2015-03-21-181106.gpx
7b5a3360-0bc0-4615-9d42-04303e86b0f2,2015-03-12 12:27:36,Walking,,5.47,56:27,10:20,5.81,353.0,37,,"","",2015-03-12-122736.gpx
4f8f16d6-9c76-414c-b56e-3c07deef65ae,2015-03-11 16:11:09,Walking,,5.83,1:10:27,12:05,4.96,367.0,39,,"","",2015-03-11-161109.gpx
454e5daf-f1bf-485c-8844-4913f96e4635,2015-03-10 15:17:38,Walking,,4.17,55:03,13:13,4.54,264.0,27,,"","",2015-03-10-151738.gpx
d3db0606-82a7-4138-8938-660b7b576ce5,2015-02-27 17:02:44,Walking,,8.84,1:41:40,11:30,5.22,564.0,71,,"","",2015-02-27-170244.gpx
46fefcdf-5f85-4452-9a1c-a7b62f5b7ac0,2015-02-22 11:46:47,Walking,,3.57,39:31,11:04,5.42,223.0,16,,"","",2015-02-22-114647.gpx
a7cd938f-45f3-4f1f-a77f-83ef9ba0bee6,2015-02-21 15:44:06,Walking,,3.75,50:27,13:27,4.46,234.0,25,,"","Utforskat lite...",2015-02-21-154406.gpx
269aa1ad-6792-4c77-8d95-ec4e061d037c,2015-02-11 09:26:37,Walking,,3.43,36:45,10:42,5.60,225.0,27,,"","",2015-02-11-092637.gpx
7654fda2-2c4e-45e8-85bd-77caede9dc2a,2015-02-10 18:15:36,Walking,,3.48,3:59:16,68:41,0.87,484.0,24,,"","Glömde visst att trycka å stopp! :-)",2015-02-10-181536.gpx
24d26e37-27f9-4cdb-b646-25cf8a52f2af,2015-02-08 11:02:31,Walking,,2.69,44:15,16:26,3.65,177.396509148345,17,,"","",2015-02-08-110231.gpx
4cc09dc0-b0a8-4581-9a1b-625c38a5ad69,2015-01-09 16:01:58,Walking,,3.02,46:33,15:25,3.89,190.862601051248,26,,"","",2015-01-09-160158.gpx
c778e3b4-6fc9-470a-bcac-0768ca5a0dad,2015-01-06 09:26:25,Walking,,2.61,33:22,12:46,4.70,166.299740886833,23,,"","",2015-01-06-092625.gpx
5149c4eb-0668-4975-b800-dce5b2058724,2014-12-29 20:49:02,Walking,,2.93,40:42,13:55,4.31,201.037761833742,21,,"","",2014-12-29-204902.gpx
35e93111-d99a-4b44-955a-75fb107d3aad,2014-12-19 15:12:16,Walking,,2.73,31:15,11:28,5.23,190.335992774813,29,,"","",2014-12-19-151216.gpx
4e3f1400-ead4-4686-aa04-88d721f33fb8,2014-12-13 19:49:24,Walking,,4.07,42:52,10:31,5.70,264.129523636258,53,,"","",2014-12-13-194924.gpx
d8ca0710-7eff-44c5-86ea-2fa81fb659e0,2014-12-12 17:38:27,Walking,,5.07,1:08:12,13:27,4.46,334.592117582753,70,,"","",2014-12-12-173827.gpx
3be2e2c6-7091-47d7-b016-f3a69d0f1a9f,2014-12-11 16:13:36,Walking,,2.02,20:11,9:58,6.02,134.604467601627,34,,"","",2014-12-11-161336.gpx
